class,type,name,showif,value,label,optional,,
,note,jerarquia,,,"### Pensando en el último mes, y considerando aspectos como el tiempo dedicado al cuidado, la responsabilidad asumida y la regularidad con que participa,
¿podría ordenar a las personas que mencionó según su nivel de involucramiento en el cuidado del niño/a, desde la más involucrada hasta la menos involucrada?",,,
mc_vertical answer_below_label,select_one jerarquia,jerarquia01,,,Lugar 1,,,
mc_vertical answer_below_label,select_one jerarquia,jerarquia02,person > 1,,Lugar 2,,,
mc_vertical answer_below_label,select_one jerarquia,jerarquia03,person > 2,,Lugar 3,,,
mc_vertical answer_below_label,select_one jerarquia,jerarquia04,person > 3,,Lugar 4,,,
mc_vertical answer_below_label,select_one jerarquia,jerarquia05,person > 4,,Lugar 5,,,
mc_vertical answer_below_label,select_one jerarquia,jerarquia06,person > 5,,Lugar 6,,,
mc_vertical answer_below_label,select_one jerarquia,jerarquia07,person > 6,,Lugar 7,,,
mc_vertical answer_below_label,select_one jerarquia,jerarquia08,person > 7,,Lugar 8,,,
mc_vertical answer_below_label,select_one jerarquia,jerarquia09,person > 8,,Lugar 9,,,
mc_vertical answer_below_label,select_one jerarquia,jerarquia10,person > 9,,Lugar 10,,,
mc_vertical answer_below_label,select_one jerarquia,jerarquia11,person > 10,,Lugar 11,,,
mc_vertical answer_below_label,select_one jerarquia,jerarquia12,person > 11,,Lugar 12,,,
mc_vertical answer_below_label,select_one jerarquia,jerarquia13,person > 12,,Lugar 13,,,
mc_vertical answer_below_label,select_one jerarquia,jerarquia14,person > 13,,Lugar 14,,,
mc_vertical answer_below_label,select_one jerarquia,jerarquia15,person > 14,,Lugar 15,,,
mc_vertical answer_below_label,select_one jerarquia,jerarquia16,person > 15,,Lugar 16,,,
mc_vertical answer_below_label,select_one jerarquia,jerarquia17,person > 16,,Lugar 17,,,
mc_vertical answer_below_label,select_one jerarquia,jerarquia18,person > 17,,Lugar 18,,,
mc_vertical answer_below_label,select_one jerarquia,jerarquia19,person > 18,,Lugar 19,,,
mc_vertical answer_below_label,select_one jerarquia,jerarquia20,person > 19,,Lugar 20,,,
,submit,inicio_03,,,Siguiente,,,
,note,instruction_contact_title,,,"### A continuación, se le presentarán pares de las personas que usted mencionó en la primera parte del cuestionario. Respecto a cada par, por favor indique si estas personas se conocen o no.",,,
mc_vertical answer_below_label,mc si_no,contact01,person2>= 2 & !is.na(person_name01) & nzchar(trimws(person_name01)) & !is.na(person_name02) & nzchar(trimws(person_name02)),,¿`r person_name01` y `r person_name02` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact02,person2>= 3 & !is.na(person_name01) & nzchar(trimws(person_name01)) & !is.na(person_name03) & nzchar(trimws(person_name03)),,¿`r person_name01` y `r person_name03` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact03,person2>= 4 & !is.na(person_name01) & nzchar(trimws(person_name01)) & !is.na(person_name04) & nzchar(trimws(person_name04)),,¿`r person_name01` y `r person_name04` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact04,person2>= 5 & !is.na(person_name01) & nzchar(trimws(person_name01)) & !is.na(person_name05) & nzchar(trimws(person_name05)),,¿`r person_name01` y `r person_name05` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact05,person2>= 6 & !is.na(person_name01) & nzchar(trimws(person_name01)) & !is.na(person_name06) & nzchar(trimws(person_name06)),,¿`r person_name01` y `r person_name06` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact06,person2>= 7 & !is.na(person_name01) & nzchar(trimws(person_name01)) & !is.na(person_name07) & nzchar(trimws(person_name07)),,¿`r person_name01` y `r person_name07` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact07,person2>= 8 & !is.na(person_name01) & nzchar(trimws(person_name01)) & !is.na(person_name08) & nzchar(trimws(person_name08)),,¿`r person_name01` y `r person_name08` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact08,person2>= 9 & !is.na(person_name01) & nzchar(trimws(person_name01)) & !is.na(person_name09) & nzchar(trimws(person_name09)),,¿`r person_name01` y `r person_name09` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact09,person2>= 3 & !is.na(person_name02) & nzchar(trimws(person_name02)) & !is.na(person_name03) & nzchar(trimws(person_name03)),,¿`r person_name02` y `r person_name03` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact10,person2>= 4 & !is.na(person_name02) & nzchar(trimws(person_name02)) & !is.na(person_name04) & nzchar(trimws(person_name04)),,¿`r person_name02` y `r person_name04` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact11,person2>= 5 & !is.na(person_name02) & nzchar(trimws(person_name02)) & !is.na(person_name05) & nzchar(trimws(person_name05)),,¿`r person_name02` y `r person_name05` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact12,person2>= 6 & !is.na(person_name02) & nzchar(trimws(person_name02)) & !is.na(person_name06) & nzchar(trimws(person_name06)),,¿`r person_name02` y `r person_name06` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact13,person2 >= 7 & !is.na(person_name02) & nzchar(trimws(person_name02)) & !is.na(person_name07) & nzchar(trimws(person_name07)),,¿`r person_name02` y `r person_name07` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact14,person2 >= 8 & !is.na(person_name02) & nzchar(trimws(person_name02)) & !is.na(person_name08) & nzchar(trimws(person_name08)),,¿`r person_name02` y `r person_name08` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact15,person2>= 9 & !is.na(person_name02) & nzchar(trimws(person_name02)) & !is.na(person_name09) & nzchar(trimws(person_name09)),,¿`r person_name02` y `r person_name09` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact16,person2 >= 4 & !is.na(person_name03) & nzchar(trimws(person_name03)) & !is.na(person_name04) & nzchar(trimws(person_name04)),,¿`r person_name03` y `r person_name04` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact17,person2>= 5 & !is.na(person_name03) & nzchar(trimws(person_name03)) & !is.na(person_name05) & nzchar(trimws(person_name05)),,¿`r person_name03` y `r person_name05` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact18,person2>= 6 & !is.na(person_name03) & nzchar(trimws(person_name03)) & !is.na(person_name06) & nzchar(trimws(person_name06)),,¿`r person_name03` y `r person_name06` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact19,person2>= 7 & !is.na(person_name03) & nzchar(trimws(person_name03)) & !is.na(person_name07) & nzchar(trimws(person_name07)),,¿`r person_name03` y `r person_name07` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact20,person2>= 8 & !is.na(person_name03) & nzchar(trimws(person_name03)) & !is.na(person_name08) & nzchar(trimws(person_name08)),,¿`r person_name03` y `r person_name08` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact21,person2 >= 9 & !is.na(person_name03) & nzchar(trimws(person_name03)) & !is.na(person_name09) & nzchar(trimws(person_name09)),,¿`r person_name03` y `r person_name09` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact22,person2>= 5 & !is.na(person_name04) & nzchar(trimws(person_name04)) & !is.na(person_name05) & nzchar(trimws(person_name05)),,¿`r person_name04` y `r person_name05` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact23,person2>= 6 & !is.na(person_name04) & nzchar(trimws(person_name04)) & !is.na(person_name06) & nzchar(trimws(person_name06)),,¿`r person_name04` y `r person_name06` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact24,person2>= 7 & !is.na(person_name04) & nzchar(trimws(person_name04)) & !is.na(person_name07) & nzchar(trimws(person_name07)),,¿`r person_name04` y `r person_name07` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact25,person2>= 8 & !is.na(person_name04) & nzchar(trimws(person_name04)) & !is.na(person_name08) & nzchar(trimws(person_name08)),,¿`r person_name04` y `r person_name08` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact26,person2 >= 9 & !is.na(person_name04) & nzchar(trimws(person_name04)) & !is.na(person_name09) & nzchar(trimws(person_name09)),,¿`r person_name04` y `r person_name09` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact27,person2>= 6 & !is.na(person_name05) & nzchar(trimws(person_name05)) & !is.na(person_name06) & nzchar(trimws(person_name06)),,¿`r person_name05` y `r person_name06` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact28,person2>= 7 & !is.na(person_name05) & nzchar(trimws(person_name05)) & !is.na(person_name07) & nzchar(trimws(person_name07)),,¿`r person_name05` y `r person_name07` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact29,person2 >= 8 & !is.na(person_name05) & nzchar(trimws(person_name05)) & !is.na(person_name08) & nzchar(trimws(person_name08)),,¿`r person_name05` y `r person_name08` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact30,person2>= 9 & !is.na(person_name05) & nzchar(trimws(person_name05)) & !is.na(person_name09) & nzchar(trimws(person_name09)),,¿`r person_name05` y `r person_name09` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact31,person2>= 7 & !is.na(person_name06) & nzchar(trimws(person_name06)) & !is.na(person_name07) & nzchar(trimws(person_name07)),,¿`r person_name06` y `r person_name07` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact32,person2 >= 8 & !is.na(person_name06) & nzchar(trimws(person_name06)) & !is.na(person_name08) & nzchar(trimws(person_name08)),,¿`r person_name06` y `r person_name08` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact33,person2>= 9 & !is.na(person_name06) & nzchar(trimws(person_name06)) & !is.na(person_name09) & nzchar(trimws(person_name09)),,¿`r person_name06` y `r person_name09` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact34,person2>= 8 & !is.na(person_name07) & nzchar(trimws(person_name07)) & !is.na(person_name08) & nzchar(trimws(person_name08)),,¿`r person_name07` y `r person_name08` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact35,person2>= 9 & !is.na(person_name07) & nzchar(trimws(person_name07)) & !is.na(person_name09) & nzchar(trimws(person_name09)),,¿`r person_name07` y `r person_name09` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact36,person2>= 9 & !is.na(person_name08) & nzchar(trimws(person_name08)) & !is.na(person_name09) & nzchar(trimws(person_name09)),,¿`r person_name08` y `r person_name09` se conocen?,,,
,submit,inicio_03a,,,Siguiente,,,
mc_vertical answer_below_label,mc si_no,contact37,person >= 10 & !is.na(person_name01) & nzchar(trimws(person_name01)) & !is.na(person_name10) & nzchar(trimws(person_name10)),,¿`r person_name01` y `r person_name10` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact38,person >= 11 & !is.na(person_name01) & nzchar(trimws(person_name01)) & !is.na(person_name11) & nzchar(trimws(person_name11)),,¿`r person_name01` y `r person_name11` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact39,person >= 12 & !is.na(person_name01) & nzchar(trimws(person_name01)) & !is.na(person_name12) & nzchar(trimws(person_name12)),,¿`r person_name01` y `r person_name12` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact40,person >= 13 & !is.na(person_name01) & nzchar(trimws(person_name01)) & !is.na(person_name13) & nzchar(trimws(person_name13)),,¿`r person_name01` y `r person_name13` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact41,person >= 14 & !is.na(person_name01) & nzchar(trimws(person_name01)) & !is.na(person_name14) & nzchar(trimws(person_name14)),,¿`r person_name01` y `r person_name14` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact42,person >= 15 & !is.na(person_name01) & nzchar(trimws(person_name01)) & !is.na(person_name15) & nzchar(trimws(person_name15)),,¿`r person_name01` y `r person_name15` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact43,person >= 16 & !is.na(person_name01) & nzchar(trimws(person_name01)) & !is.na(person_name16) & nzchar(trimws(person_name16)),,¿`r person_name01` y `r person_name16` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact44,person >= 17 & !is.na(person_name01) & nzchar(trimws(person_name01)) & !is.na(person_name17) & nzchar(trimws(person_name17)),,¿`r person_name01` y `r person_name17` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact45,person >= 18 & !is.na(person_name01) & nzchar(trimws(person_name01)) & !is.na(person_name18) & nzchar(trimws(person_name18)),,¿`r person_name01` y `r person_name18` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact46,person >= 19 & !is.na(person_name01) & nzchar(trimws(person_name01)) & !is.na(person_name19) & nzchar(trimws(person_name19)),,¿`r person_name01` y `r person_name19` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact47,person >= 20 & !is.na(person_name01) & nzchar(trimws(person_name01)) & !is.na(person_name20) & nzchar(trimws(person_name20)),,¿`r person_name01` y `r person_name20` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact48,person >= 10 & !is.na(person_name02) & nzchar(trimws(person_name02)) & !is.na(person_name10) & nzchar(trimws(person_name10)),,¿`r person_name02` y `r person_name10` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact49,person >= 11 & !is.na(person_name02) & nzchar(trimws(person_name02)) & !is.na(person_name11) & nzchar(trimws(person_name11)),,¿`r person_name02` y `r person_name11` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact50,person >= 12 & !is.na(person_name02) & nzchar(trimws(person_name02)) & !is.na(person_name12) & nzchar(trimws(person_name12)),,¿`r person_name02` y `r person_name12` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact51,person >= 13 & !is.na(person_name02) & nzchar(trimws(person_name02)) & !is.na(person_name13) & nzchar(trimws(person_name13)),,¿`r person_name02` y `r person_name13` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact52,person >= 14 & !is.na(person_name02) & nzchar(trimws(person_name02)) & !is.na(person_name14) & nzchar(trimws(person_name14)),,¿`r person_name02` y `r person_name14` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact53,person >= 15 & !is.na(person_name02) & nzchar(trimws(person_name02)) & !is.na(person_name15) & nzchar(trimws(person_name15)),,¿`r person_name02` y `r person_name15` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact54,person >= 16 & !is.na(person_name02) & nzchar(trimws(person_name02)) & !is.na(person_name16) & nzchar(trimws(person_name16)),,¿`r person_name02` y `r person_name16` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact55,person >= 17 & !is.na(person_name02) & nzchar(trimws(person_name02)) & !is.na(person_name17) & nzchar(trimws(person_name17)),,¿`r person_name02` y `r person_name17` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact56,person >= 18 & !is.na(person_name02) & nzchar(trimws(person_name02)) & !is.na(person_name18) & nzchar(trimws(person_name18)),,¿`r person_name02` y `r person_name18` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact57,person >= 19 & !is.na(person_name02) & nzchar(trimws(person_name02)) & !is.na(person_name19) & nzchar(trimws(person_name19)),,¿`r person_name02` y `r person_name19` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact58,person >= 20 & !is.na(person_name02) & nzchar(trimws(person_name02)) & !is.na(person_name20) & nzchar(trimws(person_name20)),,¿`r person_name02` y `r person_name20` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact59,person >= 10 & !is.na(person_name03) & nzchar(trimws(person_name03)) & !is.na(person_name10) & nzchar(trimws(person_name10)),,¿`r person_name03` y `r person_name10` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact60,person >= 11 & !is.na(person_name03) & nzchar(trimws(person_name03)) & !is.na(person_name11) & nzchar(trimws(person_name11)),,¿`r person_name03` y `r person_name11` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact61,person >= 12 & !is.na(person_name03) & nzchar(trimws(person_name03)) & !is.na(person_name12) & nzchar(trimws(person_name12)),,¿`r person_name03` y `r person_name12` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact62,person >= 13 & !is.na(person_name03) & nzchar(trimws(person_name03)) & !is.na(person_name13) & nzchar(trimws(person_name13)),,¿`r person_name03` y `r person_name13` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact63,person >= 14 & !is.na(person_name03) & nzchar(trimws(person_name03)) & !is.na(person_name14) & nzchar(trimws(person_name14)),,¿`r person_name03` y `r person_name14` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact64,person >= 15 & !is.na(person_name03) & nzchar(trimws(person_name03)) & !is.na(person_name15) & nzchar(trimws(person_name15)),,¿`r person_name03` y `r person_name15` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact65,person >= 16 & !is.na(person_name03) & nzchar(trimws(person_name03)) & !is.na(person_name16) & nzchar(trimws(person_name16)),,¿`r person_name03` y `r person_name16` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact66,person >= 17 & !is.na(person_name03) & nzchar(trimws(person_name03)) & !is.na(person_name17) & nzchar(trimws(person_name17)),,¿`r person_name03` y `r person_name17` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact67,person >= 18 & !is.na(person_name03) & nzchar(trimws(person_name03)) & !is.na(person_name18) & nzchar(trimws(person_name18)),,¿`r person_name03` y `r person_name18` se conocen?,,,
