class,type,name,showif,value,label,optional,,
answer_below_label,"rating_button 0,10,1",fuerza106,contact106==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name07` y `r person_name13`?",,,
answer_below_label,"rating_button 0,10,1",fuerza107,contact107==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name07` y `r person_name14`?",,,
answer_below_label,"rating_button 0,10,1",fuerza108,contact108==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name07` y `r person_name15`?",,,
answer_below_label,"rating_button 0,10,1",fuerza109,contact109==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name07` y `r person_name16`?",,,
answer_below_label,"rating_button 0,10,1",fuerza110,contact110==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name07` y `r person_name17`?",,,
answer_below_label,"rating_button 0,10,1",fuerza111,contact111==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name07` y `r person_name18`?",,,
answer_below_label,"rating_button 0,10,1",fuerza112,contact112==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name07` y `r person_name19`?",,,
answer_below_label,"rating_button 0,10,1",fuerza113,contact113==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name07` y `r person_name20`?",,,
answer_below_label,"rating_button 0,10,1",fuerza114,contact114==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name08` y `r person_name10`?",,,
answer_below_label,"rating_button 0,10,1",fuerza115,contact115==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name08` y `r person_name11`?",,,
answer_below_label,"rating_button 0,10,1",fuerza116,contact116==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name08` y `r person_name12`?",,,
answer_below_label,"rating_button 0,10,1",fuerza117,contact117==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name08` y `r person_name13`?",,,
answer_below_label,"rating_button 0,10,1",fuerza118,contact118==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name08` y `r person_name14`?",,,
answer_below_label,"rating_button 0,10,1",fuerza119,contact119==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name08` y `r person_name15`?",,,
answer_below_label,"rating_button 0,10,1",fuerza120,contact120==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name08` y `r person_name16`?",,,
answer_below_label,"rating_button 0,10,1",fuerza121,contact121==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name08` y `r person_name17`?",,,
answer_below_label,"rating_button 0,10,1",fuerza122,contact122==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name08` y `r person_name18`?",,,
answer_below_label,"rating_button 0,10,1",fuerza123,contact123==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name08` y `r person_name19`?",,,
answer_below_label,"rating_button 0,10,1",fuerza124,contact124==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name08` y `r person_name20`?",,,
answer_below_label,"rating_button 0,10,1",fuerza125,contact125==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name09` y `r person_name10`?",,,
answer_below_label,"rating_button 0,10,1",fuerza126,contact126==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name09` y `r person_name11`?",,,
answer_below_label,"rating_button 0,10,1",fuerza127,contact127==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name09` y `r person_name12`?",,,
answer_below_label,"rating_button 0,10,1",fuerza128,contact128==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name09` y `r person_name13`?",,,
answer_below_label,"rating_button 0,10,1",fuerza129,contact129==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name09` y `r person_name14`?",,,
answer_below_label,"rating_button 0,10,1",fuerza130,contact130==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name09` y `r person_name15`?",,,
answer_below_label,"rating_button 0,10,1",fuerza131,contact131==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name09` y `r person_name16`?",,,
answer_below_label,"rating_button 0,10,1",fuerza132,contact132==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name09` y `r person_name17`?",,,
answer_below_label,"rating_button 0,10,1",fuerza133,contact133==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name09` y `r person_name18`?",,,
answer_below_label,"rating_button 0,10,1",fuerza134,contact134==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name09` y `r person_name19`?",,,
answer_below_label,"rating_button 0,10,1",fuerza135,contact135==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name09` y `r person_name20`?",,,
answer_below_label,"rating_button 0,10,1",fuerza136,contact136==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name10` y `r person_name11`?",,,
answer_below_label,"rating_button 0,10,1",fuerza137,contact137==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name10` y `r person_name12`?",,,
answer_below_label,"rating_button 0,10,1",fuerza138,contact138==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name10` y `r person_name13`?",,,
answer_below_label,"rating_button 0,10,1",fuerza139,contact139==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name10` y `r person_name14`?",,,
answer_below_label,"rating_button 0,10,1",fuerza140,contact140==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name10` y `r person_name15`?",,,
answer_below_label,"rating_button 0,10,1",fuerza141,contact141==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name10` y `r person_name16`?",,,
answer_below_label,"rating_button 0,10,1",fuerza142,contact142==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name10` y `r person_name17`?",,,
answer_below_label,"rating_button 0,10,1",fuerza143,contact143==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name10` y `r person_name18`?",,,
answer_below_label,"rating_button 0,10,1",fuerza144,contact144==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name10` y `r person_name19`?",,,
answer_below_label,"rating_button 0,10,1",fuerza145,contact145==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name10` y `r person_name20`?",,,
answer_below_label,"rating_button 0,10,1",fuerza146,contact146==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name11` y `r person_name12`?",,,
answer_below_label,"rating_button 0,10,1",fuerza147,contact147==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name11` y `r person_name13`?",,,
answer_below_label,"rating_button 0,10,1",fuerza148,contact148==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name11` y `r person_name14`?",,,
answer_below_label,"rating_button 0,10,1",fuerza149,contact149==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name11` y `r person_name15`?",,,
answer_below_label,"rating_button 0,10,1",fuerza150,contact150==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name11` y `r person_name16`?",,,
answer_below_label,"rating_button 0,10,1",fuerza151,contact151==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name11` y `r person_name17`?",,,
answer_below_label,"rating_button 0,10,1",fuerza152,contact152==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name11` y `r person_name18`?",,,
answer_below_label,"rating_button 0,10,1",fuerza153,contact153==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name11` y `r person_name19`?",,,
answer_below_label,"rating_button 0,10,1",fuerza154,contact154==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name11` y `r person_name20`?",,,
answer_below_label,"rating_button 0,10,1",fuerza155,contact155==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name12` y `r person_name13`?",,,
answer_below_label,"rating_button 0,10,1",fuerza156,contact156==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name12` y `r person_name14`?",,,
answer_below_label,"rating_button 0,10,1",fuerza157,contact157==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name12` y `r person_name15`?",,,
answer_below_label,"rating_button 0,10,1",fuerza158,contact158==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name12` y `r person_name16`?",,,
answer_below_label,"rating_button 0,10,1",fuerza159,contact159==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name12` y `r person_name17`?",,,
answer_below_label,"rating_button 0,10,1",fuerza160,contact160==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name12` y `r person_name18`?",,,
answer_below_label,"rating_button 0,10,1",fuerza161,contact161==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name12` y `r person_name19`?",,,
answer_below_label,"rating_button 0,10,1",fuerza162,contact162==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name12` y `r person_name20`?",,,
answer_below_label,"rating_button 0,10,1",fuerza163,contact163==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name13` y `r person_name14`?",,,
answer_below_label,"rating_button 0,10,1",fuerza164,contact164==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name13` y `r person_name15`?",,,
answer_below_label,"rating_button 0,10,1",fuerza165,contact165==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name13` y `r person_name16`?",,,
answer_below_label,"rating_button 0,10,1",fuerza166,contact166==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name13` y `r person_name17`?",,,
answer_below_label,"rating_button 0,10,1",fuerza167,contact167==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name13` y `r person_name18`?",,,
answer_below_label,"rating_button 0,10,1",fuerza168,contact168==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name13` y `r person_name19`?",,,
answer_below_label,"rating_button 0,10,1",fuerza169,contact169==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name13` y `r person_name20`?",,,
answer_below_label,"rating_button 0,10,1",fuerza170,contact170==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name14` y `r person_name15`?",,,
answer_below_label,"rating_button 0,10,1",fuerza171,contact171==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name14` y `r person_name16`?",,,
answer_below_label,"rating_button 0,10,1",fuerza172,contact172==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name14` y `r person_name17`?",,,
answer_below_label,"rating_button 0,10,1",fuerza173,contact173==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name14` y `r person_name18`?",,,
answer_below_label,"rating_button 0,10,1",fuerza174,contact174==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name14` y `r person_name19`?",,,
answer_below_label,"rating_button 0,10,1",fuerza175,contact175==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name14` y `r person_name20`?",,,
answer_below_label,"rating_button 0,10,1",fuerza176,contact176==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name15` y `r person_name16`?",,,
answer_below_label,"rating_button 0,10,1",fuerza177,contact177==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name15` y `r person_name17`?",,,
answer_below_label,"rating_button 0,10,1",fuerza178,contact178==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name15` y `r person_name18`?",,,
answer_below_label,"rating_button 0,10,1",fuerza179,contact179==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name15` y `r person_name19`?",,,
answer_below_label,"rating_button 0,10,1",fuerza180,contact180==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name15` y `r person_name20`?",,,
answer_below_label,"rating_button 0,10,1",fuerza181,contact181==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name16` y `r person_name17`?",,,
answer_below_label,"rating_button 0,10,1",fuerza182,contact182==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name16` y `r person_name18`?",,,
answer_below_label,"rating_button 0,10,1",fuerza183,contact183==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name16` y `r person_name19`?",,,
answer_below_label,"rating_button 0,10,1",fuerza184,contact184==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name16` y `r person_name20`?",,,
answer_below_label,"rating_button 0,10,1",fuerza185,contact185==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name17` y `r person_name18`?",,,
answer_below_label,"rating_button 0,10,1",fuerza186,contact186==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name17` y `r person_name19`?",,,
answer_below_label,"rating_button 0,10,1",fuerza187,contact187==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name17` y `r person_name20`?",,,
answer_below_label,"rating_button 0,10,1",fuerza188,contact188==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name18` y `r person_name19`?",,,
answer_below_label,"rating_button 0,10,1",fuerza189,contact189==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name18` y `r person_name20`?",,,
answer_below_label,"rating_button 0,10,1",fuerza190,contact190==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name19` y `r person_name20`?",,,
left700,submit,submit02,,,Continuar,,,
,note,note_i01,,,"Ahora quisiera preguntarle sobre las instituciones, organizaciones y servicios de cuidado que participan en el cuidado de su hijo/a, como por ejemplo salas cuna, jardines infantiles, colegios, servicios de after school, consultorios, hospitales, centros de rehabilitación, clubes deportivos, talleres artísticos o culturales, bibliotecas, iglesias, organizaciones comunitarias o comedores.",,,
,note,note_i02,,,"Durante el último mes, ¿a qué instituciones, organizaciones o servicios de cuidado ha asistido o ha sido atendido/a su hijo/a, aunque haya sido por solo una hora?

- Puede indicar el nombre completo o como se conoce habitualmente
- El máximo es 20 instituciones, organizaciones o servicios de cuidado
",,,
answer_below_label,text 50,institucion_P01,,,Nombre Institución 1,,,
answer_below_label,text 50,institucion_P02,count_IN > 1,,Nombre Institución 2,,,
answer_below_label,text 50,institucion_P03,count_IN > 2,,Nombre Institución 3,,,
answer_below_label,text 50,institucion_P04,count_IN > 3,,Nombre Institución 4,,,
answer_below_label,text 50,institucion_P05,count_IN > 4,,Nombre Institución 5,,,
answer_below_label,text 50,institucion_P06,count_IN > 5,,Nombre Institución 6,,,
answer_below_label,text 50,institucion_P07,count_IN > 6,,Nombre Institución 7,,,
answer_below_label,text 50,institucion_P08,count_IN > 7,,Nombre Institución 8,,,
answer_below_label,text 50,institucion_P09,count_IN > 8,,Nombre Institución 9,,,
answer_below_label,text 50,institucion_P10,count_IN > 9,,Nombre Institución 10,,,
clear counter label_align_left space_bottom_60,"number 1,12",count_IN,,1,¿Quiere añadir otra institución?,,,
,submit,inst_01,,,Siguiente,,,
answer_below_label,text 50,institucion_P11,count_IN > 10,,Nombre Institución 11,,,
answer_below_label,text 50,institucion_P12,count_IN02> 1,,Nombre Institución 12,,,
answer_below_label,text 50,institucion_P13,count_IN02> 2,,Nombre Institución 13,,,
answer_below_label,text 50,institucion_P14,count_IN02> 3,,Nombre Institución 14,,,
answer_below_label,text 50,institucion_P15,count_IN02> 4,,Nombre Institución 15,,,
answer_below_label,text 50,institucion_P16,count_IN02> 5,,Nombre Institución 16,,,
answer_below_label,text 50,institucion_P17,count_IN02> 6,,Nombre Institución 17,,,
answer_below_label,text 50,institucion_P18,count_IN02> 7,,Nombre Institución 18,,,
answer_below_label,text 50,institucion_P19,count_IN02> 8,,Nombre Institución 19,,,
answer_below_label,text 50,institucion_P20,count_IN02> 9,,Nombre Institución 20,,,
clear counter label_align_left space_bottom_60,"number 1,12",count_IN02,count_IN > 10,1,¿Quiere añadir otra institución?,,,
,submit,inst_02,,,Siguiente,,,
mc_vertical answer_below_label,mc dependencia,dependencia_IN01,,,¿Qué tipo de dependencia tiene el/la `r institucion_P01`?,,,
mc_vertical answer_below_label,mc dependencia,dependencia_IN02,count_IN > 1,,¿Qué tipo de dependencia tiene el/la `r institucion_P02`?,,,
mc_vertical answer_below_label,mc dependencia,dependencia_IN03,count_IN > 2,,¿Qué tipo de dependencia tiene el/la `r institucion_P03`?,,,
mc_vertical answer_below_label,mc dependencia,dependencia_IN04,count_IN > 3,,¿Qué tipo de dependencia tiene el/la `r institucion_P04`?,,,
mc_vertical answer_below_label,mc dependencia,dependencia_IN05,count_IN > 4,,¿Qué tipo de dependencia tiene el/la `r institucion_P05`?,,,
mc_vertical answer_below_label,mc dependencia,dependencia_IN06,count_IN > 5,,¿Qué tipo de dependencia tiene el/la `r institucion_P06`?,,,
mc_vertical answer_below_label,mc dependencia,dependencia_IN07,count_IN > 6,,¿Qué tipo de dependencia tiene el/la `r institucion_P07`?,,,
mc_vertical answer_below_label,mc dependencia,dependencia_IN08,count_IN > 7,,¿Qué tipo de dependencia tiene el/la `r institucion_P08`?,,,
mc_vertical answer_below_label,mc dependencia,dependencia_IN09,count_IN > 8,,¿Qué tipo de dependencia tiene el/la `r institucion_P09`?,,,
mc_vertical answer_below_label,mc dependencia,dependencia_IN10,count_IN > 9,,¿Qué tipo de dependencia tiene el/la `r institucion_P10`?,,,
mc_vertical answer_below_label,mc dependencia,dependencia_IN11,count_IN > 10,,¿Qué tipo de dependencia tiene el/la `r institucion_P11`?,,,
mc_vertical answer_below_label,mc dependencia,dependencia_IN12,count_IN02> 1,,¿Qué tipo de dependencia tiene el/la `r institucion_P12`?,,,
mc_vertical answer_below_label,mc dependencia,dependencia_IN13,count_IN02> 2,,¿Qué tipo de dependencia tiene el/la `r institucion_P13`?,,,
mc_vertical answer_below_label,mc dependencia,dependencia_IN14,count_IN02> 3,,¿Qué tipo de dependencia tiene el/la `r institucion_P14`?,,,
mc_vertical answer_below_label,mc dependencia,dependencia_IN15,count_IN02> 4,,¿Qué tipo de dependencia tiene el/la `r institucion_P15`?,,,
mc_vertical answer_below_label,mc dependencia,dependencia_IN16,count_IN02> 5,,¿Qué tipo de dependencia tiene el/la `r institucion_P16`?,,,
mc_vertical answer_below_label,mc dependencia,dependencia_IN17,count_IN02> 6,,¿Qué tipo de dependencia tiene el/la `r institucion_P17`?,,,
mc_vertical answer_below_label,mc dependencia,dependencia_IN18,count_IN02> 7,,¿Qué tipo de dependencia tiene el/la `r institucion_P18`?,,,
mc_vertical answer_below_label,mc dependencia,dependencia_IN19,count_IN02> 8,,¿Qué tipo de dependencia tiene el/la `r institucion_P19`?,,,
mc_vertical answer_below_label,mc dependencia,dependencia_IN20,count_IN02> 9,,¿Qué tipo de dependencia tiene el/la `r institucion_P20`?,,,
,submit,inst_03,,,Siguiente,,,
mc_vertical answer_below_label,text,asistencia_P01,,,¿En qué año el/la niño/a comenzó a asistir o ser atendido/a en `r institucion_P01`?,,,
mc_vertical answer_below_label,text,asistencia_P02,count_IN > 1,,¿En qué año el/la niño/a comenzó a asistir o ser atendido/a en `r institucion_P02`?,,,
mc_vertical answer_below_label,text,asistencia_P03,count_IN > 2,,¿En qué año el/la niño/a comenzó a asistir o ser atendido/a en `r institucion_P03`?,,,
mc_vertical answer_below_label,text,asistencia_P04,count_IN > 3,,¿En qué año el/la niño/a comenzó a asistir o ser atendido/a en `r institucion_P04`?,,,
mc_vertical answer_below_label,text,asistencia_P05,count_IN > 4,,¿En qué año el/la niño/a comenzó a asistir o ser atendido/a en `r institucion_P05`?,,,
mc_vertical answer_below_label,text,asistencia_P06,count_IN > 5,,¿En qué año el/la niño/a comenzó a asistir o ser atendido/a en `r institucion_P06`?,,,
mc_vertical answer_below_label,text,asistencia_P07,count_IN > 6,,¿En qué año el/la niño/a comenzó a asistir o ser atendido/a en `r institucion_P07`?,,,
mc_vertical answer_below_label,text,asistencia_P08,count_IN > 7,,¿En qué año el/la niño/a comenzó a asistir o ser atendido/a en `r institucion_P08`?,,,
mc_vertical answer_below_label,text,asistencia_P09,count_IN > 8,,¿En qué año el/la niño/a comenzó a asistir o ser atendido/a en `r institucion_P09`?,,,
mc_vertical answer_below_label,text,asistencia_P10,count_IN > 9,,¿En qué año el/la niño/a comenzó a asistir o ser atendido/a en `r institucion_P10`?,,,
mc_vertical answer_below_label,text,asistencia_P11,count_IN > 10,,¿En qué año el/la niño/a comenzó a asistir o ser atendido/a en `r institucion_P11`?,,,
mc_vertical answer_below_label,text,asistencia_P12,count_IN02> 1,,¿En qué año el/la niño/a comenzó a asistir o ser atendido/a en `r institucion_P12`?,,,
mc_vertical answer_below_label,text,asistencia_P13,count_IN02> 2,,¿En qué año el/la niño/a comenzó a asistir o ser atendido/a en `r institucion_P13`?,,,
mc_vertical answer_below_label,text,asistencia_P14,count_IN02> 3,,¿En qué año el/la niño/a comenzó a asistir o ser atendido/a en `r institucion_P14`?,,,
mc_vertical answer_below_label,text,asistencia_P15,count_IN02> 4,,¿En qué año el/la niño/a comenzó a asistir o ser atendido/a en `r institucion_P15`?,,,
mc_vertical answer_below_label,text,asistencia_P16,count_IN02> 5,,¿En qué año el/la niño/a comenzó a asistir o ser atendido/a en `r institucion_P16`?,,,
mc_vertical answer_below_label,text,asistencia_P17,count_IN02> 6,,¿En qué año el/la niño/a comenzó a asistir o ser atendido/a en `r institucion_P17`?,,,
mc_vertical answer_below_label,text,asistencia_P18,count_IN02> 7,,¿En qué año el/la niño/a comenzó a asistir o ser atendido/a en `r institucion_P18`?,,,
mc_vertical answer_below_label,text,asistencia_P19,count_IN02> 8,,¿En qué año el/la niño/a comenzó a asistir o ser atendido/a en `r institucion_P19`?,,,
